Id,Answer
0,0.215394191022
1,0.153635055522
2,0.139481659529
3,0.142803068872
4,0.165719178417
5,0.147079870743
6,0.246028849267
7,0.205570196653
8,0.205570196653
9,0.217744705173
10,0.217744705173
11,0.181210134492
12,0.169856277824
13,0.198029463154
14,0.150924032947
15,0.129968322006
16,0.106246835652
17,0.216113114955
18,0.291824004512
19,0.587176135591
20,0.784996711048
21,0.109538722639
22,0.101860024629
23,0.0268494867792
24,0.0528769379527
25,0.10701319202
26,0.100938793462
27,0.106288460171
28,0.161530489274
29,0.161530489274
30,0.139673501153
31,0.139673501153
32,0.136291358998
33,0.111563793284
34,0.0600724688632
35,0.142282542024
36,0.142282542024
37,0.138179440331
38,0.138179440331
39,0.140228374359
40,0.168551339768
41,0.543201324276
42,0.543201324276
43,0.517368308918
44,0.763781921936
45,0.240558979117
46,0.203115123522
47,0.171278513216
48,0.207015854479
49,0.284504580396
50,0.745721271895
51,0.725554765313
52,0.437699131145
53,0.26272772022
54,0.2355162935
55,0.264193478336
56,0.264193478336
57,0.188349414485
58,0.188349414485
59,0.188349414485
60,0.262951112275
61,0.216704853401
62,0.307406051716
63,0.307406051716
64,0.234429011646
65,0.212254064477
66,0.101801632043
67,0.101801632043
68,0.0969414686338
69,0.133982389071
70,0.133982389071
71,0.0854892743848
72,0.0854892743848
73,0.229019617506
74,0.229019617506
75,0.229019617506
76,0.233606647833
77,0.233606647833
78,0.214766058982
79,0.199428934037
80,0.022830190383
81,0.277150943107
82,0.23135455205
83,0.210995113247
84,0.234295467877
85,0.139639038392
86,0.13015872377
87,0.095569883219
88,0.0351237680515
89,0.0686066977633
90,0.136525916833
91,0.115951642413
92,0.115951642413
93,0.135631671648
94,0.135631671648
95,0.143638736738
96,0.143638736738
97,0.163843213881
98,0.103236150487
99,0.150508371723
100,0.150508371723
101,0.140133579478
102,0.116982386401
103,0.749452570835
104,0.151723658555
105,0.151723658555
106,0.13413508459
107,0.273158482398
108,0.265441687806
109,0.341872100705
110,0.324672970559
111,0.559352441005
112,0.814176511259
113,0.421694341676
114,0.767873785132
115,0.918347418846
116,0.444499759758
117,0.2471628527
118,0.214384213863
119,0.214384213863
120,0.162325598573
121,0.162325598573
122,0.11555339937
123,0.134029124394
124,0.0914983166017
125,0.111355285285
126,0.133512295742
127,0.146637446125
128,0.252639637445
129,0.143332209919
130,0.167160136174
131,0.46519212625
132,0.690672530617
133,0.145804044756
134,0.181103086092
135,0.181103086092
136,0.169039004887
137,0.120044292068
138,0.11746817268
139,0.121041862486
140,0.150363466322
141,0.111317282048
142,0.417518446704
143,0.507485143863
144,0.357501236059
145,0.469963749674
146,0.2887923705
147,0.386538553819
148,0.15015056592
149,0.260295116375
150,0.225590372746
151,0.365198369859
152,0.0780739791654
153,0.11860442293
154,0.11860442293
155,0.134522445171
156,0.11294537273
157,0.162086636168
158,0.162086636168
159,0.0360167003411
160,0.0360167003411
161,0.0907517279492
162,0.145273904081
163,0.141247891648
164,0.0282953921734
165,0.0991744649306
166,0.126065119619
167,0.126065119619
168,0.110160809061
169,0.110160809061
170,0.143709411242
171,0.143709411242
172,0.131398579698
173,0.131398579698
174,0.147585482506
175,0.242157125132
176,0.11713959633
177,0.160180035266
178,0.185586520925
179,0.668768613503
180,0.102266525311
181,0.121795150273
182,0.0195743500979
183,0.0491347937648
184,0.073833487385
185,0.0297031788785
186,0.0297031788785
187,0.0211998136271
188,0.0104241775792
189,0.00361578846263
190,0.0109130536479
191,0.0301478798893
192,0.0252649517395
193,0.0230552871658
194,0.0230552871658
195,0.162495548231
196,0.171930947848
197,0.234906858107
